NAME,B17001_001E,B17001_002E,B19013_001E,B23025_003E,B23025_005E,B11004_001E,B11004_010E,B11004_016E,B25070_001E,B25070_007E,B25070_008E,B25070_009E,B25070_010E,state,county,tract,poverty_rate,log_median_income,unemployment_rate,single_parent_rate,rent_burden_rate,GEOID
Census Tract 8241.14; Cook County; Illinois,5223,333,143071,2763,87,1469,10,54,82,0,0,0,0,17,031,824114,0.06375646180356118,11.87109628952147,0.031487513572204126,0.043567052416609936,0.0,17031824114
Census Tract 8241.15; Cook County; Illinois,3841,213,70179,1842,88,1070,0,107,198,47,0,0,25,17,031,824115,0.05545430877375684,11.158804399961877,0.04777415852334419,0.1,0.36363636363636365,17031824115
Census Tract 8241.16; Cook County; Illinois,5365,405,74060,2857,177,1451,80,129,1214,207,53,143,166,17,031,824116,0.0754892823858341,11.212630854467603,0.061953097654882744,0.14403859407305306,0.4686985172981878,17031824116
Census Tract 8241.19; Cook County; Illinois,5332,15,103354,3048,79,1650,0,139,144,0,0,0,21,17,031,824119,0.002813203300825206,11.545915267795886,0.025918635170603676,0.08424242424242424,0.14583333333333334,17031824119
Census Tract 8241.21; Cook County; Illinois,3094,227,93380,1532,99,887,21,69,85,7,0,0,25,17,031,824121,0.07336780866192631,11.444432468524928,0.06462140992167102,0.10146561443066517,0.3764705882352941,17031824121
Census Tract 8241.22; Cook County; Illinois,5935,290,125690,3076,86,1663,12,85,20,0,0,0,0,17,031,824122,0.04886267902274642,11.741573836918883,0.027958387516254877,0.05832832230907998,0.0,17031824122
Census Tract 8241.23; Cook County; Illinois,7589,242,97852,4402,178,2157,165,160,353,0,38,20,61,17,031,824123,0.031888259322703914,11.491211412063475,0.040436165379373015,0.15067222994900326,0.3371104815864023,17031824123
Census Tract 8241.24; Cook County; Illinois,2872,442,65250,1579,107,744,33,140,369,0,20,149,43,17,031,824124,0.15389972144846797,11.08598132518494,0.06776440785307157,0.2325268817204301,0.5745257452574526,17031824124
Census Tract 8241.25; Cook County; Illinois,4431,47,117917,2630,132,1106,47,0,108,0,0,11,31,17,031,824125,0.010607086436470323,11.677736266122603,0.050190114068441066,0.042495479204339964,0.3888888888888889,17031824125
Census Tract 8241.26; Cook County; Illinois,5416,86,168194,3364,182,1683,0,33,0,0,0,0,0,17,031,824126,0.01587887740029542,12.032873354065467,0.054102259215219974,0.0196078431372549,,17031824126
Census Tract 8241.27; Cook County; Illinois,4001,188,116087,2105,136,986,0,26,14,0,14,0,0,17,031,824127,0.04698825293676581,11.662095188979048,0.06460807600950119,0.02636916835699797,1.0,17031824127
Census Tract 8241.28; Cook County; Illinois,4445,280,97778,2046,108,1261,0,0,92,0,0,0,36,17,031,824128,0.06299212598425197,11.49045488184286,0.05278592375366569,0.0,0.391304347826087,17031824128
Census Tract 8241.29; Cook County; Illinois,3894,328,95953,1917,133,1044,66,35,130,8,0,30,69,17,031,824129,0.08423215202876219,11.47161376723159,0.0693792383933229,0.09674329501915709,0.823076923076923,17031824129
Census Tract 8243; Cook County; Illinois,4736,1474,59423,1932,323,971,75,260,520,17,0,39,133,17,031,824300,0.3112331081081081,10.99243663579328,0.16718426501035197,0.345005149330587,0.36346153846153845,17031824300
Census Tract 8244; Cook County; Illinois,1555,262,43750,645,37,343,0,42,252,7,29,8,125,17,031,824400,0.1684887459807074,10.68624689178576,0.05736434108527132,0.12244897959183673,0.6706349206349206,17031824400
Census Tract 8245.03; Cook County; Illinois,6135,376,79948,3240,208,1482,109,134,423,29,0,0,116,17,031,824503,0.06128769356153219,11.289131702314432,0.06419753086419754,0.16396761133603238,0.34278959810874704,17031824503
Census Tract 8245.05; Cook County; Illinois,6470,164,73739,3532,161,1669,55,58,502,0,15,32,159,17,031,824505,0.02534775888717156,11.208287110535347,0.0455832389580974,0.0677052127022169,0.4103585657370518,17031824505
Census Tract 8245.07; Cook County; Illinois,3650,260,88889,1955,79,896,36,143,380,21,49,23,146,17,031,824507,0.07123287671232877,11.395143679313064,0.04040920716112532,0.19977678571428573,0.6289473684210526,17031824507
Census Tract 8245.08; Cook County; Illinois,3188,237,69857,1601,144,824,29,5,360,0,73,31,121,17,031,824508,0.07434127979924718,11.15420557440983,0.08994378513429106,0.0412621359223301,0.625,17031824508
Census Tract 8245.09; Cook County; Illinois,5094,149,116310,2550,123,1393,147,89,134,64,0,0,0,17,031,824509,0.029250098154691793,11.664014319333084,0.04823529411764706,0.16941852117731515,0.47761194029850745,17031824509
Census Tract 8246.01; Cook County; Illinois,4190,151,88598,2273,59,1063,27,98,136,18,0,0,11,17,031,824601,0.0360381861575179,11.391864562974959,0.025956885173779146,0.11759172154280338,0.21323529411764705,17031824601
Census Tract 8246.02; Cook County; Illinois,6591,181,86560,3726,234,1797,0,159,538,0,127,69,34,17,031,824602,0.027461690183583673,11.368593094080309,0.06280193236714976,0.08848080133555926,0.4275092936802974,17031824602
Census Tract 8247.01; Cook County; Illinois,3495,383,51458,1590,146,897,20,133,529,28,21,65,339,17,031,824701,0.10958512160228899,10.848521219942494,0.09182389937106918,0.1705685618729097,0.8563327032136105,17031824701
Census Tract 8247.02; Cook County; Illinois,5423,901,59918,2786,120,1531,122,71,490,61,93,19,212,17,031,824702,0.16614420062695925,11.000732239796932,0.043072505384063174,0.12606139777922926,0.7857142857142857,17031824702
Census Tract 8248; Cook County; Illinois,7118,339,58312,3511,386,1721,223,227,495,25,45,56,156,17,031,824800,0.047625737566732225,10.97356318306205,0.10994018798063229,0.26147588611272515,0.5696969696969697,17031824800
Census Tract 8249; Cook County; Illinois,2850,474,46458,1202,57,677,9,147,212,38,15,33,92,17,031,824900,0.16631578947368422,10.746303957614778,0.04742096505823627,0.23042836041358936,0.839622641509434,17031824900
Census Tract 8250; Cook County; Illinois,4392,128,69591,2573,85,1072,88,78,807,130,65,63,92,17,031,825000,0.029143897996357013,11.15039052761638,0.033035367275553826,0.15485074626865672,0.43370508054522927,17031825000
Census Tract 8252; Cook County; Illinois,1907,202,83846,1110,80,558,38,83,73,0,14,0,22,17,031,825200,0.1059255374934452,11.33673706187972,0.07207207207207207,0.2168458781362007,0.4931506849315068,17031825200
Census Tract 8253.02; Cook County; Illinois,5472,318,101429,3135,214,1548,52,267,490,85,0,19,48,17,031,825302,0.0581140350877193,11.527114325305371,0.0682615629984051,0.20607235142118863,0.31020408163265306,17031825302
Census Tract 8253.03; Cook County; Illinois,3995,451,78814,2200,149,898,47,109,681,58,7,55,167,17,031,825303,0.11289111389236546,11.274845925040037,0.06772727272727273,0.17371937639198218,0.42143906020558003,17031825303
Census Tract 8253.04; Cook County; Illinois,4181,294,92039,2453,111,1100,12,48,251,36,14,24,5,17,031,825304,0.0703181057163358,11.429967679248906,0.04525071341214839,0.05454545454545454,0.3147410358565737,17031825304
Census Tract 8254; Cook County; Illinois,5489,500,91881,3069,143,1486,37,13,409,82,18,0,145,17,031,825400,0.09109127345600292,11.428249540505234,0.04659498207885305,0.033647375504710635,0.5990220048899756,17031825400
Census Tract 8255.01; Cook County; Illinois,5422,541,63603,2974,195,1254,32,445,665,128,21,46,270,17,031,825501,0.09977867945407598,11.060415918027074,0.06556825823806321,0.3803827751196172,0.6992481203007519,17031825501
Census Tract 8255.03; Cook County; Illinois,7529,1597,63104,3436,494,1843,79,740,491,74,24,0,155,17,031,825503,0.21211316243857087,11.052539437962308,0.14377182770663563,0.44438415626695604,0.515274949083503,17031825503
Census Tract 8255.04; Cook County; Illinois,3197,357,64360,1845,133,814,0,96,376,10,79,36,22,17,031,825504,0.11166718798873944,11.07224760110632,0.07208672086720867,0.11793611793611794,0.39095744680851063,17031825504
Census Tract 8255.05; Cook County; Illinois,5143,738,69785,2262,289,1200,99,262,308,0,0,45,164,17,031,825505,0.14349601399961112,11.153174365942744,0.127763041556145,0.30083333333333334,0.6785714285714286,17031825505
Census Tract 8256; Cook County; Illinois,5332,1221,52734,2543,495,1222,90,346,505,0,86,161,143,17,031,825600,0.2289947486871718,10.8730156877927,0.19465198584349194,0.3567921440261866,0.7722772277227723,17031825600
Census Tract 8257; Cook County; Illinois,3744,412,53397,2139,264,819,15,231,529,14,16,157,107,17,031,825700,0.11004273504273504,10.885509843594862,0.12342215988779803,0.30036630036630035,0.555765595463138,17031825700
Census Tract 8258.01; Cook County; Illinois,3448,1256,41100,1511,196,892,80,287,880,32,40,55,385,17,031,825801,0.3642691415313225,10.623763400484325,0.12971542025148908,0.41143497757847536,0.5818181818181818,17031825801
Census Tract 8258.02; Cook County; Illinois,7161,1080,70346,3604,271,1718,107,219,570,49,0,44,230,17,031,825802,0.1508169250104734,11.161181202361705,0.07519422863485016,0.18975552968568102,0.5666666666666667,17031825802
Census Tract 8258.03; Cook County; Illinois,5709,770,63966,3405,343,1360,120,369,1165,63,121,16,315,17,031,825803,0.1348747591522158,11.066106971178531,0.10073421439060205,0.35955882352941176,0.44206008583690987,17031825803
Census Tract 8259; Cook County; Illinois,3442,1051,60833,1659,280,814,6,241,438,0,0,34,209,17,031,825900,0.3053457292271935,11.015887683869506,0.16877637130801687,0.3034398034398034,0.5547945205479452,17031825900
Census Tract 8260; Cook County; Illinois,2724,774,60668,1018,140,597,83,63,303,20,24,0,91,17,031,826000,0.2841409691629956,11.013171655171288,0.137524557956778,0.24455611390284757,0.44554455445544555,17031826000
Census Tract 8261; Cook County; Illinois,4698,670,50918,2720,150,1142,0,334,951,74,76,0,215,17,031,826100,0.14261387824606214,10.837971774602247,0.05514705882352941,0.29246935201401053,0.38380651945320715,17031826100
Census Tract 8262.01; Cook County; Illinois,3636,631,41614,1737,137,720,0,193,1139,51,158,156,295,17,031,826201,0.17354235423542355,10.636191928094528,0.07887161773172136,0.26805555555555555,0.5794556628621598,17031826201
Census Tract 8262.02; Cook County; Illinois,5662,1448,59767,2701,203,1413,16,430,446,67,65,0,234,17,031,826202,0.2557400211939244,10.998208948154403,0.07515734912995187,0.3156404812455768,0.820627802690583,17031826202
Census Tract 8263.01; Cook County; Illinois,4365,366,65679,2289,231,1093,99,289,383,29,35,0,160,17,031,826301,0.0838487972508591,11.092534518675446,0.10091743119266056,0.3549862763037511,0.5848563968668408,17031826301
Census Tract 8263.03; Cook County; Illinois,3646,390,77151,1611,261,938,143,220,176,0,0,25,47,17,031,826303,0.10696653867251783,11.253519819470103,0.16201117318435754,0.38699360341151384,0.4090909090909091,17031826303
Census Tract 8263.04; Cook County; Illinois,2881,613,50000,1315,131,758,112,143,526,25,37,62,180,17,031,826304,0.2127733425893787,10.819778284410283,0.09961977186311786,0.33641160949868076,0.5779467680608364,17031826304
Census Tract 8264.01; Cook County; Illinois,3142,681,52043,1741,278,776,0,221,259,48,12,32,115,17,031,826401,0.21674092934436665,10.859825578927968,0.15967834577828835,0.2847938144329897,0.7992277992277992,17031826401
Census Tract 8264.02; Cook County; Illinois,4993,1136,49803,2124,229,1213,51,261,509,196,0,68,172,17,031,826402,0.22751852593631083,10.815830502162186,0.10781544256120527,0.25721352019785654,0.8565815324165029,17031826402
Census Tract 8265; Cook County; Illinois,5599,1440,53235,2534,371,1380,68,517,738,0,0,227,305,17,031,826500,0.25718878371137704,10.882471353748706,0.1464088397790055,0.42391304347826086,0.7208672086720868,17031826500
Census Tract 8266; Cook County; Illinois,4872,1628,41411,1846,131,1195,28,404,623,102,0,0,313,17,031,826600,0.3341543513957307,10.631301825004375,0.07096424702058506,0.36150627615062764,0.666131621187801,17031826600
Census Tract 8267; Cook County; Illinois,4383,1300,48014,2382,581,1036,86,314,932,70,22,238,239,17,031,826700,0.296600501939311,10.779247914030242,0.24391267842149456,0.3861003861003861,0.6105150214592274,17031826700
Census Tract 8268; Cook County; Illinois,4942,1185,57702,2624,219,1254,65,325,707,37,23,38,236,17,031,826800,0.23978146499392958,10.963047113940537,0.08346036585365854,0.31100478468899523,0.4724186704384724,17031826800
Census Tract 8269.01; Cook County; Illinois,1728,576,30215,850,126,352,10,128,400,0,38,110,84,17,031,826901,0.3333333333333333,10.316093768795659,0.14823529411764705,0.39204545454545453,0.58,17031826901
Census Tract 8269.02; Cook County; Illinois,1467,442,39808,523,80,258,53,9,209,20,15,21,56,17,031,826902,0.3012951601908657,10.59182317609885,0.15296367112810708,0.24031007751937986,0.5358851674641149,17031826902
Census Tract 8270; Cook County; Illinois,3399,954,43569,1551,195,715,16,237,607,40,47,67,230,17,031,827000,0.28067078552515445,10.682101167275913,0.12572533849129594,0.35384615384615387,0.6326194398682042,17031827000
Census Tract 8271; Cook County; Illinois,1999,441,34882,1035,71,518,0,93,480,20,8,44,247,17,031,827100,0.2206103051525763,10.459726215828614,0.06859903381642513,0.17953667953667954,0.6645833333333333,17031827100
Census Tract 8272; Cook County; Illinois,3571,600,55116,1778,339,862,61,161,429,35,44,44,128,17,031,827200,0.16802016241949033,10.917195334113794,0.1906636670416198,0.25754060324825984,0.585081585081585,17031827200
Census Tract 8273; Cook County; Illinois,2356,651,30547,880,67,474,26,146,491,56,0,78,64,17,031,827300,0.27631578947368424,10.32702176010517,0.07613636363636364,0.3628691983122363,0.40325865580448067,17031827300
Census Tract 8274; Cook County; Illinois,2570,605,35030,1055,181,511,32,74,622,31,10,41,259,17,031,827400,0.23540856031128404,10.463960116191533,0.17156398104265402,0.20743639921722112,0.5482315112540193,17031827400
Census Tract 8275; Cook County; Illinois,4389,845,63619,2406,408,1133,59,298,646,26,0,18,179,17,031,827500,0.1925267714741399,11.060667446852031,0.16957605985037408,0.31509267431597526,0.34520123839009287,17031827500
Census Tract 8276; Cook County; Illinois,2828,926,38803,1024,138,619,0,308,379,27,38,31,216,17,031,827600,0.3274398868458274,10.56625284220999,0.134765625,0.4975767366720517,0.8232189973614775,17031827600
Census Tract 8277; Cook County; Illinois,2652,1058,47574,1214,271,500,31,235,519,0,9,4,189,17,031,827700,0.39894419306184015,10.770041672500454,0.22322899505766064,0.532,0.3892100192678227,17031827700
Census Tract 8278.01; Cook County; Illinois,4678,927,76717,2534,289,1202,31,158,237,111,0,0,79,17,031,827801,0.19816160752458314,11.247878605560235,0.11404893449092345,0.1572379367720466,0.8016877637130801,17031827801
Census Tract 8278.02; Cook County; Illinois,3038,401,90246,1435,172,726,11,76,162,0,0,0,97,17,031,827802,0.13199473337722187,11.410294553883269,0.11986062717770035,0.11983471074380166,0.5987654320987654,17031827802
Census Tract 8278.04; Cook County; Illinois,3037,409,65238,1439,177,814,23,200,171,0,0,0,157,17,031,827804,0.13467237405334212,11.085797400225804,0.12300208478109799,0.273955773955774,0.9181286549707602,17031827804
Census Tract 8278.05; Cook County; Illinois,2645,503,84250,1348,281,797,23,210,198,0,0,35,55,17,031,827805,0.19017013232514177,11.341543848214608,0.20845697329376855,0.29234629861982436,0.45454545454545453,17031827805
Census Tract 8279.01; Cook County; Illinois,1771,159,103958,896,91,448,9,22,14,4,0,4,6,17,031,827901,0.08977978543195934,11.551742250401844,0.1015625,0.06919642857142858,1.0,17031827901
Census Tract 8279.02; Cook County; Illinois,4319,613,59826,2111,229,1055,81,267,590,60,51,96,174,17,031,827902,0.14193100254688584,10.999195628056848,0.10847939365229749,0.3298578199052133,0.6457627118644068,17031827902
Census Tract 8280; Cook County; Illinois,5041,475,65227,2790,317,1183,32,240,673,0,37,70,139,17,031,828000,0.09422733584606229,11.085628772624133,0.11362007168458782,0.22992392223161454,0.3655274888558692,17031828000
Census Tract 8281; Cook County; Illinois,5388,1443,65190,2986,576,1472,320,185,450,28,10,51,76,17,031,828100,0.2678173719376392,11.085061361918585,0.19290020093770932,0.343070652173913,0.36666666666666664,17031828100
Census Tract 8282.01; Cook County; Illinois,3492,222,66514,2035,80,862,39,197,370,10,0,0,138,17,031,828201,0.06357388316151202,11.10516773080218,0.03931203931203931,0.2737819025522042,0.4,17031828201
Census Tract 8282.02; Cook County; Illinois,5334,1177,62917,2677,140,1077,43,213,740,46,0,38,145,17,031,828202,0.22065991751031122,11.049571676442373,0.05229734777736272,0.23769730733519034,0.30945945945945946,17031828202
Census Tract 8283; Cook County; Illinois,3062,266,55375,1664,272,748,74,84,155,0,12,27,34,17,031,828300,0.0868713259307642,10.921883507347436,0.16346153846153846,0.21122994652406418,0.47096774193548385,17031828300
Census Tract 8284.01; Cook County; Illinois,3730,471,77143,1961,120,882,1,204,502,49,0,80,75,17,031,828401,0.1262734584450402,11.253416121335281,0.06119326874043855,0.23242630385487528,0.4063745019920319,17031828401
Census Tract 8284.02; Cook County; Illinois,3401,596,52768,1519,158,853,24,148,453,93,22,124,110,17,031,828402,0.1752425757130256,10.873660225359325,0.10401579986833442,0.20164126611957797,0.7704194260485652,17031828402
Census Tract 8285.03; Cook County; Illinois,4181,843,53438,1856,179,1011,36,369,601,122,47,19,166,17,031,828503,0.20162640516622818,10.886277382360488,0.09644396551724138,0.40059347181008903,0.589018302828619,17031828503
Census Tract 8285.04; Cook County; Illinois,5407,1854,49692,2547,460,1089,123,281,736,28,91,25,353,17,031,828504,0.342888847789902,10.813599233333568,0.18060463290145268,0.3709825528007346,0.6752717391304348,17031828504
Census Tract 8285.05; Cook County; Illinois,7217,1067,97463,4025,379,2027,157,212,441,93,0,0,202,17,031,828505,0.14784536511015658,11.48722809778297,0.09416149068322982,0.1820424272323631,0.6689342403628118,17031828505
Census Tract 8285.07; Cook County; Illinois,4164,163,81611,2060,228,960,0,160,138,0,0,0,9,17,031,828507,0.03914505283381364,11.309719335788534,0.11067961165048544,0.16666666666666666,0.06521739130434782,17031828507
Census Tract 8285.08; Cook County; Illinois,4072,541,47321,1905,80,1056,0,367,626,50,46,39,255,17,031,828508,0.13285854616895873,10.76470945058247,0.04199475065616798,0.3475378787878788,0.6230031948881789,17031828508
Census Tract 8286.01; Cook County; Illinois,4387,222,96006,2372,105,1124,10,156,219,0,0,54,15,17,031,828601,0.05060405744244358,11.47216596849693,0.04426644182124789,0.14768683274021352,0.3150684931506849,17031828601
Census Tract 8286.02; Cook County; Illinois,4139,294,101371,1901,69,1136,49,157,229,77,8,0,51,17,031,828602,0.07103165015704277,11.526542333179322,0.036296685954760655,0.1813380281690141,0.5938864628820961,17031828602
Census Tract 8287.01; Cook County; Illinois,4388,720,68785,2144,325,989,20,151,423,15,0,0,93,17,031,828701,0.1640838650865998,11.138740976895097,0.1515858208955224,0.17290192113245703,0.2553191489361702,17031828701
Census Tract 8287.02; Cook County; Illinois,3829,385,69342,2043,349,916,143,138,474,44,38,103,100,17,031,828702,0.10054844606946983,11.146806062203495,0.17082721488007832,0.3067685589519651,0.6012658227848101,17031828702
Census Tract 8288.01; Cook County; Illinois,4737,387,112774,2386,165,1229,81,206,181,13,0,17,10,17,031,828801,0.08169727675744141,11.633141095023804,0.0691533948030176,0.2335231895850285,0.22099447513812154,17031828801
Census Tract 8288.02; Cook County; Illinois,3204,219,76591,1525,143,780,14,94,190,70,0,7,12,17,031,828802,0.06835205992509363,11.2462348553532,0.09377049180327869,0.13846153846153847,0.46842105263157896,17031828802
Census Tract 8289; Cook County; Illinois,3761,913,57174,1994,286,779,173,151,640,25,0,32,136,17,031,828900,0.24275458654613136,10.953854528576244,0.14343029087261785,0.4159178433889602,0.3015625,17031828900
Census Tract 8290; Cook County; Illinois,1034,493,30610,310,148,227,0,154,258,24,77,0,51,17,031,829000,0.47678916827852996,10.329082031939459,0.4774193548387097,0.6784140969162996,0.5891472868217055,17031829000
Census Tract 8291; Cook County; Illinois,3382,806,38077,1474,115,771,69,107,667,95,39,30,173,17,031,829100,0.23832052040212892,10.54736570428927,0.0780189959294437,0.22827496757457846,0.5052473763118441,17031829100
Census Tract 8292; Cook County; Illinois,5623,1904,53368,1980,147,1311,61,327,584,51,46,0,291,17,031,829200,0.33860928330072915,10.88496659438935,0.07424242424242425,0.2959572845156369,0.6643835616438356,17031829200
Census Tract 8293.01; Cook County; Illinois,4006,237,82128,2001,333,943,0,222,123,13,0,0,99,17,031,829301,0.05916125811283075,11.316034284800084,0.1664167916041979,0.2354188759278897,0.9105691056910569,17031829301
Census Tract 8293.02; Cook County; Illinois,3089,818,60153,1905,293,809,82,138,569,53,12,0,199,17,031,829302,0.2648106183230819,11.004646595470813,0.15380577427821523,0.2719406674907293,0.46397188049209137,17031829302
Census Tract 8294.01; Cook County; Illinois,927,211,51161,448,97,247,0,70,92,0,0,39,16,17,031,829401,0.22761596548004315,10.842732802022468,0.21651785714285715,0.2834008097165992,0.5978260869565217,17031829401
Census Tract 8294.02; Cook County; Illinois,3089,451,58244,1773,190,657,62,87,514,99,9,9,33,17,031,829402,0.14600194237617353,10.972396361830794,0.10716300056401579,0.2267884322678843,0.2918287937743191,17031829402
Census Tract 8295; Cook County; Illinois,3912,874,52115,1771,75,998,101,200,488,65,0,131,218,17,031,829500,0.22341513292433537,10.861208094173422,0.042348955392433656,0.3016032064128257,0.8483606557377049,17031829500
Census Tract 8296; Cook County; Illinois,2996,477,60878,1291,121,788,78,49,296,38,12,15,91,17,031,829600,0.15921228304405874,11.016627140484776,0.09372579395817196,0.16116751269035534,0.527027027027027,17031829600
Census Tract 8297; Cook County; Illinois,2904,681,54145,1308,122,677,27,112,364,75,0,20,96,17,031,829700,0.23450413223140495,10.89942091206248,0.09327217125382263,0.20531757754800592,0.5247252747252747,17031829700
Census Tract 8298; Cook County; Illinois,6599,270,135212,3333,170,1719,51,196,190,17,0,0,57,17,031,829800,0.040915290195484164,11.814599196048746,0.051005100510051006,0.14368819080860964,0.3894736842105263,17031829800
Census Tract 8299.02; Cook County; Illinois,7171,589,90071,3513,592,1778,46,393,317,0,0,0,162,17,031,829902,0.08213638265234974,11.40835352719201,0.1685169370908056,0.2469066366704162,0.5110410094637224,17031829902
Census Tract 8299.03; Cook County; Illinois,4068,176,80795,2098,75,930,49,198,279,0,0,0,133,17,031,829903,0.043264503441494594,11.299670361406347,0.03574833174451859,0.26559139784946234,0.4767025089605735,17031829903
Census Tract 8299.04; Cook County; Illinois,4166,153,80810,2020,224,864,15,115,201,0,17,15,0,17,031,829904,0.036725876140182426,11.299855999227493,0.11089108910891089,0.15046296296296297,0.15920398009950248,17031829904
Census Tract 8300.01; Cook County; Illinois,2202,535,45331,1059,78,514,13,58,235,0,0,0,55,17,031,830001,0.242960944595822,10.721746404137187,0.07365439093484419,0.13813229571984437,0.23404255319148937,17031830001
Census Tract 8300.03; Cook County; Illinois,8195,494,115250,4604,371,2194,64,284,325,0,28,49,22,17,031,830003,0.06028065893837706,11.654858960858896,0.08058210251954821,0.15861440291704648,0.3046153846153846,17031830003
Census Tract 8300.04; Cook County; Illinois,6758,1035,105768,3670,674,1532,10,337,680,0,0,66,113,17,031,830004,0.15315182006510802,11.569003295189933,0.18365122615803814,0.22650130548302871,0.26323529411764707,17031830004
Census Tract 8300.05; Cook County; Illinois,3606,533,77589,1733,106,892,0,167,221,0,11,106,84,17,031,830005,0.14780920687742652,11.259180943546145,0.061165608770917486,0.18721973094170405,0.9095022624434389,17031830005
Census Tract 8300.06; Cook County; Illinois,2589,356,-666666666,1227,171,625,91,84,569,26,10,13,94,17,031,830006,0.13750482811896486,,0.1393643031784841,0.28,0.2513181019332162,17031830006
Census Tract 8300.07; Cook County; Illinois,4797,612,56836,2402,215,1234,35,488,1084,82,57,31,276,17,031,830007,0.1275797373358349,10.947925206757965,0.08950874271440466,0.42382495948136145,0.4114391143911439,17031830007
Census Tract 8300.08; Cook County; Illinois,4234,198,108780,2322,180,1113,58,197,163,9,26,28,25,17,031,830008,0.04676428908833254,11.597082772976952,0.07751937984496124,0.22911051212938005,0.5398773006134969,17031830008
Census Tract 8301; Cook County; Illinois,3199,457,78229,1567,60,849,9,94,153,0,0,0,54,17,031,830100,0.14285714285714285,11.267395701777536,0.03828972559029994,0.12131919905771496,0.35294117647058826,17031830100
Census Tract 8302.01; Cook County; Illinois,4822,597,40403,2555,580,1119,55,247,1551,255,22,117,554,17,031,830201,0.12380754873496475,10.606659318618037,0.22700587084148727,0.26988382484361034,0.6112185686653772,17031830201
Census Tract 8302.02; Cook County; Illinois,3718,868,86064,1608,99,828,14,127,216,45,15,9,16,17,031,830202,0.23345884884346424,11.362846484513025,0.061567164179104475,0.17028985507246377,0.39351851851851855,17031830202
Census Tract 8303; Cook County; Illinois,4970,672,39488,2185,128,1077,192,276,1196,40,54,41,380,17,031,830300,0.1352112676056338,10.58375210726506,0.058581235697940506,0.43454038997214484,0.4306020066889632,17031830300
Census Tract 8304; Cook County; Illinois,3778,768,59036,1944,280,810,7,270,497,142,0,9,87,17,031,830400,0.20328215987294865,10.985902706301667,0.1440329218106996,0.3419753086419753,0.4788732394366197,17031830400
Census Tract 8305; Cook County; Illinois,3948,376,59116,1742,145,889,46,71,379,27,0,18,105,17,031,830500,0.09523809523809523,10.987256894334463,0.08323765786452354,0.13160854893138357,0.39577836411609496,17031830500
Census Tract 8306; Cook County; Illinois,4781,992,59364,2990,287,879,65,121,1595,143,84,118,391,17,031,830600,0.2074879732273583,10.991443261015709,0.0959866220735786,0.21160409556313994,0.4614420062695925,17031830600
Census Tract 8307; Cook County; Illinois,4230,1037,64330,2688,168,608,73,44,1483,107,170,65,331,17,031,830700,0.24515366430260047,11.071781364405046,0.0625,0.1924342105263158,0.4538098449089683,17031830700
Census Tract 8308; Cook County; Illinois,2415,153,75500,1893,125,455,0,18,1255,67,38,79,251,17,031,830800,0.06335403726708075,11.231887935237117,0.06603275224511358,0.03956043956043956,0.3466135458167331,17031830800
Census Tract 8309; Cook County; Illinois,2951,132,121813,2161,94,604,0,27,705,64,17,25,106,17,031,830900,0.044730599796679094,11.710242360910554,0.04349838037945396,0.04470198675496689,0.300709219858156,17031830900
Census Tract 8310; Cook County; Illinois,2224,101,177500,1619,77,562,0,0,329,13,0,42,41,17,031,831000,0.045413669064748204,12.086725887897607,0.04756022235948116,0.0,0.2917933130699088,17031831000
Census Tract 8311; Cook County; Illinois,7171,835,96318,4313,160,1404,68,119,1596,71,0,154,350,17,031,831100,0.11644122158694743,11.47541049620747,0.037097148156735454,0.13319088319088318,0.36027568922305764,17031831100
Census Tract 8312; Cook County; Illinois,4710,307,55326,2575,194,1122,61,225,809,19,94,104,159,17,031,831200,0.06518046709129512,10.920998239767195,0.07533980582524272,0.2549019607843137,0.4647713226205192,17031831200
Census Tract 8313; Cook County; Illinois,1176,385,43144,448,23,244,17,67,274,11,18,31,113,17,031,831300,0.3273809523809524,10.672298637017063,0.05133928571428571,0.3442622950819672,0.6313868613138686,17031831300
Census Tract 8314; Cook County; Illinois,2725,750,33210,937,106,552,63,124,598,29,62,0,228,17,031,831400,0.27522935779816515,10.410606314370792,0.11312700106723586,0.338768115942029,0.5334448160535117,17031831400
Census Tract 8315; Cook County; Illinois,3859,440,76914,2226,119,873,160,87,524,56,100,70,86,17,031,831500,0.11401917595231925,11.250443193540189,0.05345911949685535,0.2829324169530355,0.5954198473282443,17031831500
Census Tract 8316; Cook County; Illinois,7218,445,63839,3533,221,1490,102,156,1282,219,57,148,348,17,031,831600,0.061651426988085345,11.064119567840605,0.06255307104443815,0.17315436241610738,0.6021840873634945,17031831600
Census Tract 8317; Cook County; Illinois,2224,244,44653,1230,53,536,14,44,475,37,5,66,246,17,031,831700,0.10971223021582734,10.706676773297268,0.043089430894308944,0.10820895522388059,0.7452631578947368,17031831700
Census Tract 8318; Cook County; Illinois,7603,1066,80471,4104,139,1589,173,270,1341,50,14,143,237,17,031,831800,0.14020781270551097,11.295652150054389,0.03386939571150097,0.27879169288860917,0.33109619686800895,17031831800
Census Tract 8319; Cook County; Illinois,3074,430,125139,2300,59,509,10,21,949,28,68,39,127,17,031,831900,0.1398828887443071,11.737180398470402,0.025652173913043478,0.060903732809430254,0.2760800842992624,17031831900
